"Country_Name","Country.Code","gdp_2006","gdp_2007","gdp_2016","gdp_2017","life_exp_2006","life_exp_2007","life_exp_2016","life_exp_2017","pop_2006","pop_2007","pop_2016","pop_2017","popw_2006","popw_2007","popw_2016","popw_2017","urban_2006","urban_2007","urban_2016","urban_2017","educ_spend2006","educ_spend2007","educ_spend2016","educ_spend2017","net_use_2006","net_use_2007","net_use_2016","net_use_2017"
"Jamaica","JAM",5053.037639,5099.806973,4753.705156,4776.204078,74.143,74.129,74.175,74.267,2754407,2768227,2906238,2920853,1721514,1744997,1949952,1965513,52.998,53.184,55.098,55.378,NA,5.49022,5.31548,5.26013,16.4,21.1,44.36685637,55.07206705
"Japan","JPN",44995.49449,45687.27381,47444.14356,48438.83458,82.32195122,82.50707317,83.98487805,84.0997561,127854000,128001000,126994511,126785797,84556631,84116655,76823835,76168000,87.118,88.146,91.457,91.535,3.32909,3.33094,NA,NA,68.68527032,74.3,93.18272128,84.58806583
"Jordan","JOR",3540.090756,3668.055475,3241.250765,3232.758344,72.763,72.931,74.184,74.292,5991540,6255280,9551467,9779173,3504947,3665966,5803146,5994977,80.97,82.371,90.506,90.747,NA,NA,3.89621,3.59959,13.86710879,20,62.30219257,66.79031443
"Kazakhstan","KAZ",7917.195342,8523.766205,10582.70087,10867.73874,66.16097561,66.50487805,72.3,72.95,15308084,15484192,17794055,18037776,10430082,10605282,11703874,11715232,56.536,56.609,57.264,57.336,2.62678,2.83139,2.9781,2.817,3.268369051,4.02,74.58772647,76.42674823
"Kenya","KEN",885.8096325,920.6492166,1129.713196,1157.052488,56.093,57.463,65.393,65.909,37649033,38705932,49051686,50221473,20361193,20975272,27921054,28824053,22.045,22.42,26.105,26.562,7.04984,NA,5.36267,5.23898,3.6,4.4,16.6,17.82710021
"Kiribati","KIR",1658.595077,1654.055927,1772.932796,1753.2956,64.712,64.953,67.577,67.851,94343,96527,112524,114158,56826,58222,69083,69670,44.03,44.866,52.45,53.262,NA,NA,NA,NA,4.5,6,13.7,14.58181818
"Korea, Dem. People’s Rep.","PRK",NA,NA,NA,NA,68.54,68.675,71.711,71.91,24054864,24188331,25307744,25429985,16325944,16446506,17621731,17810004,59.884,59.962,61.471,61.678,NA,NA,NA,NA,0,0,NA,NA
"Korea, Rep.","KOR",19427.18984,20385.32004,25484.03759,26152.03077,78.66829268,79.1195122,82.27560976,82.62682927,48438292,48683638,51245707,51466201,35092206,35357898,37493475,37530313,81.528,81.631,81.562,81.503,NA,NA,NA,NA,78.1,78.8,92.84302568,95.06942188
"Kosovo","XKX",2884.000702,3069.376965,3925.270222,4058.822626,68.94634146,69.19756098,71.64634146,71.94634146,1719536,1733404,1816200,1830700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.89359681
"Kuwait","KWT",49342.69463,49576.70384,35887.1002,33790.33433,73.66,73.807,75.224,75.311,2373672,2504019,3956873,4056097,1725481,1836527,3025460,3090546,100,100,100,100,3.76001,NA,NA,NA,28.79119795,34.8,78.36738376,100
"Kyrgyz Republic","KGZ",762.5201161,819.8062973,1042.280328,1070.368943,67.69512195,67.89512195,70.95121951,71.2,5218400,5268400,6079500,6198200,3340049,3402850,3874021,3930063,35.289,35.287,35.944,36.135,5.54986,6.467,6.58615,6.13628,12.306907,14.03,37,38
"Lao PDR","LAO",900.7808533,953.092092,1621.735265,1706.133515,62.182,62.731,66.924,67.277,5846074,5944948,6845846,6953035,3322308,3426216,4304813,4389139,27.748,28.316,33.736,34.368,2.95879,3.07842,NA,NA,1.169893428,1.64,21.87,25.51043508
"Latvia","LVA",12278.30704,13614.25637,14713.01808,15532.22503,70.86585366,71.0195122,74.5804878,74.6804878,2218357,2200325,1959537,1942248,1515875,1501639,1275493,1254506,67.967,67.9,68.021,68.075,4.71155,4.65622,4.71957,NA,53.63,59.17,79.84209778,80.114077
"Lebanon","LBN",5683.133835,6204.096878,6330.423607,6271.219323,77.26,77.609,78.8,78.833,4759753,4767344,6711121,6811873,3067749,3115560,4461999,4541184,86.762,86.901,88.266,88.429,2.77649,2.57878,NA,NA,15,18.74,76.11,78.18077489
"Lesotho","LSO",978.7872329,1027.649712,1436.149532,1392.303254,42.595,42.854,52.059,52.947,1989939,1986922,2075001,2091412,1169210,1175638,1285168,1299728,22.82,23.304,27.317,27.73,11.27128,NA,NA,NA,2.979708187,3.44543126,27.36,29
"Liberia","LBR",457.6992121,482.1249527,548.2681436,548.0105383,56.4,57.365,62.802,63.295,3329211,3461911,4586788,4702228,1786360,1854844,2522749,2600265,46.396,46.742,50.254,50.697,NA,NA,NA,NA,NA,0.551376581,7.319106411,7.984479722
"Libya","LBY",11164.80874,11699.31432,5669.733946,7085.530659,72.063,72.155,72.311,72.52,5886872,5974787,6492164,6580724,3898740,3973835,4349667,4417734,77.253,77.437,79.54,79.817,NA,NA,NA,NA,4.301051789,4.721999379,20.27215956,21.75892062
"Liechtenstein","LIE",NA,NA,NA,NA,80.94878049,81.29512195,82.25853659,82.25853659,34970,35217,37658,37800,NA,NA,NA,NA,14.684,14.629,14.303,14.315,2.05381,1.92119,NA,NA,64.21416136,65.08021844,98.09390389,98.1
"Lithuania","LTU",11500.52915,12928.25994,15944.62541,16838.5432,71.05609756,70.9,74.67073171,74.67073171,3269909,3231294,2868231,2828403,2203368,2182569,1904209,1865942,66.706,66.777,67.366,67.516,4.82055,4.59055,4.00847,NA,43.9,49.9,74.37664556,77.61525651
"Luxembourg","LUX",104943.4403,111968.3495,107479.5111,106519.5824,79.28780488,79.38292683,82.68536585,82.68536585,472637,479993,582014,596336,317871,324338,405770,416411,87.009,87.409,90.46,90.727,NA,NA,NA,NA,72.51,78.92,98.13669867,97.36296032
"Macao SAR, China","MAC",37922.27855,42479.63202,52089.7452,56249.70947,81.748,81.981,83.854,83.989,493799,504511,612836,622585,380733,394336,477440,478902,100,100,100,100,2.20639,2.05452,3.0831,2.71071,46.4,47.327,81.64298546,83.17408907
"Madagascar","MDG",422.1411447,435.7170882,416.0055748,422.4482542,61.65,62.079,65.931,66.311,18880269,19433530,24894380,25570540,9924161,10255109,13897816,14344435,29.425,30.043,35.856,36.522,3.28253,3.36988,NA,NA,0.607552239,0.65,4.713662899,9.8
"Malawi","MWI",392.7599989,418.5882186,506.2496613,512.6456123,49.118,50.595,62.681,63.279,12973699,13341806,17205289,17670260,6584881,6772098,9061850,9374799,15.144,15.235,16.506,16.714,NA,NA,4.74857,4.03133,0.42513749,0.965864737,11.47,13.78216439
"Malaysia","MYS",8255.286044,8605.017517,11219.62986,11720.73863,73.744,73.931,75.649,75.828,26201961,26720370,30684804,31105028,17145982,17573461,21197253,21531602,67.483,68.36,74.84,75.447,4.48577,4.37254,4.82401,4.74071,51.63798899,55.7,78.78830993,80.14047901
"Maldives","MDV",6734.426995,7087.653687,7699.713116,7885.488975,74.138,74.621,78.013,78.325,327487,335169,475513,496402,214780,224344,358515,376405,34.794,35.2,38.954,39.38,4.64524,4.41788,4.06728,NA,11.03635278,16.3,59.09258997,63.18566588
"Mali","MLI",675.9505663,676.6036395,747.0916565,764.1691571,52.839,53.553,57.987,58.452,13203378,13651464,17965429,18512394,6604657,6810973,8915089,9212187,32.832,33.612,40.783,41.572,NA,NA,3.09604,NA,0.729627281,0.81,11.11218649,13
"Malta","MLT",19870.7522,20590.95219,26510.06655,27523.50913,79.43902439,79.79268293,82.45365854,82.45365854,405308,406724,455356,467999,280404,282419,302415,308331,93.784,93.857,94.48,94.546,NA,5.98135,NA,NA,40.41,46.9,78.0751488,81.01191108
"Marshall Islands","MHL",2771.078937,2857.757755,3101.096283,3194.861115,NA,NA,NA,NA,55767,56051,57735,58058,NA,NA,NA,NA,71.635,72.126,76.228,76.634,NA,NA,NA,NA,3.795590214,3.95,29.78777936,38.70116262
"Mauritania","MRT",1293.618132,1292.437596,1336.993368,1339.207896,61.552,61.776,64.208,64.464,3111906,3202517,4163534,4282574,1704709,1761097,2351041,2424225,42.998,43.89,51.962,52.824,2.52458,NA,2.63107,NA,0.979661253,1.433613196,18,20.80096366
"Mauritius","MUS",6746.886624,7100.861825,9833.613134,10199.47936,72.43219512,72.57073171,74.39487805,74.51463415,1233996,1239630,1263473,1264613,850041,858837,892710,893967,42,41.889,40.91,40.841,3.81811,3.1854,5.0136,5.02313,16.7,20.22,52.19132594,55.4032403
"Mexico","MEX",9547.333571,9622.047957,10206.89345,10297.58621,75.296,75.255,74.917,74.947,107560153,109170502,123333376,124777324,67617391,69038032,81180235,82377995,76.616,76.92,79.577,79.867,4.69992,4.69051,4.91005,NA,19.52,20.81,59.540446,63.85224909
"Micronesia, Fed. Sts.","FSM",2843.326596,2812.26989,2708.769085,2764.249036,65.697,65.901,67.471,67.618,105371,104444,110215,111459,61268,61557,70591,71573,22.324,22.317,22.526,22.608,NA,NA,NA,NA,12.75033925,13.62113273,33.35216255,35.30405287
"Moldova","MDA",1740.419556,1796.791338,2461.052647,2578.49768,68.022,68.302,71.617,71.717,3585209,3576910,3551954,3549196,2582657,2591575,2621291,2600664,42.744,42.713,42.511,42.557,7.49893,8.29343,6.66131,6.68377,19.62064771,20.45,70.99999911,76.12451989
"Monaco","MCO",150351.8515,170376.5867,193745.575,185396.3781,NA,NA,NA,NA,34190,34525,38070,38392,NA,NA,NA,NA,100,100,100,100,NA,NA,1.37103,1.46121,61.47603971,64.3776824,95.20817797,97.05297684
"Mongolia","MNG",2228.419282,2423.671209,3866.243973,3996.143621,65.538,65.985,69.321,69.509,2558856,2593820,3056359,3113779,1742808,1780280,2036935,2056850,63.535,64.564,68.297,68.363,NA,4.69013,5.18061,4.08578,NA,9,22.2657705,23.71426517
"Montenegro","MNE",6072.034297,6476.594865,7492.863436,7845.379224,73.85,74.115,76.568,76.667,615025,615875,622303,622373,411232,412999,420209,418247,62.803,63.139,66.141,66.477,NA,NA,NA,NA,28.9,30.8,69.88164684,71.27233254
"Morocco","MAR",2512.862411,2571.26444,3214.917464,3302.906379,72.403,73.009,75.974,76.218,30804683,31163673,35126296,35581294,19673834,20034753,23119724,23410376,55.746,56.317,61.36,61.908,NA,NA,NA,NA,19.77119157,21.5,58.27123642,61.76221201
"Mozambique","MOZ",369.7650448,386.3518665,533.4584932,537.5722862,50.641,50.934,58.309,59.309,21080110,21673316,27829942,28649007,10839117,11117734,14439475,14938224,30.182,30.364,34.926,35.455,4.27427,NA,NA,NA,0.842954488,0.91,17.52123909,10
"Myanmar","MMR",671.4549402,747.1162512,1403.767118,1489.171749,61.938,62.294,66.205,66.558,49301050,49621475,53045226,53382581,31710391,31997692,35708553,36082487,28.132,28.319,30.082,30.322,NA,NA,NA,2.16463,0.182048331,0.217128445,25.07330424,30.67818311
"Namibia","NAM",4975.023121,5150.424494,6365.499834,6193.216394,51.609,52.593,62.625,63.021,1971317,2006514,2358041,2402603,1129201,1156566,1401233,1428313,37.61,38.598,47.961,49.005,NA,NA,NA,NA,4.398870647,4.835610778,31.03334594,51
"Nauru","NRU",NA,3016.2122,9647.677944,10183.51883,NA,NA,NA,NA,9828,9842,13049,12876,NA,NA,NA,NA,100,100,100,100,NA,4.91103,NA,NA,NA,NA,NA,57
"Nepal","NPL",510.6456529,521.743908,729.66143,776.9161273,65.773,66.26,69.848,70.169,26066693,26382581,27261131,27627124,14844769,15142055,16922877,17404757,15.462,15.781,18.942,19.336,3.60536,3.51721,4.44099,5.08265,1.141389164,1.41,19.68876384,34
"Netherlands","NLD",50033.88343,51808.76514,52727.10247,53942.08508,79.69756098,80.09756098,81.56097561,81.56097561,16346101,16381696,17030314,17131296,11020621,11036052,11078548,11110457,83.636,84.539,90.635,91.077,5.09047,4.93376,5.4796,NA,83.7,85.82,90.4109589,93.19727891
"New Caledonia","NCL",NA,NA,NA,NA,76.07560976,76.47804878,76.96150074,77.14878049,235750,239250,276550,280350,156849,159938,187856,190701,64.638,65.306,69.821,70.256,NA,NA,NA,NA,33.51571468,35.05,NA,82.0058408
"New Zealand","NZL",33903.03488,34600.44522,37319.28612,37678.35685,80.04878049,80.15121951,81.61243902,81.65853659,4184600,4223800,4693200,4793900,2781336,2809736,3059510,3113848,86.4,86.34,86.4,86.466,5.95283,5.91594,6.4278,NA,69,69.76,88.47018635,90.81109307
"Nicaragua","NIC",1447.472317,1500.193458,1895.192042,1958.671213,71.436,71.673,73.86,74.068,5513763,5590055,6303974,6384855,3318454,3394693,4047897,4111803,56.132,56.328,58.09,58.299,NA,NA,4.11264,4.34879,2.805573063,3.9,24.57183396,27.86304001
"Niger","NER",332.450482,330.2686611,389.9855591,393.6620996,54.18,54.968,61.137,61.599,14143971,14685399,20788838,21602472,6796547,7022615,9824466,10221503,16.238,16.234,16.29,16.35,3.33406,4.02097,4.08372,3.54273,0.294033977,0.39039062,4.32275803,10.22431156
"Nigeria","NGA",1919.724203,1993.097411,2456.306188,2412.367125,48.812,49.373,53.541,53.95,142538308,146339977,185960289,190873311,76180641,78070735,98834085,101616649,39.943,40.819,48.683,49.519,NA,NA,NA,NA,5.545036083,6.77,25.67,42
"North Macedonia","MKD",3942.452375,4193.00227,5247.250784,5256.711049,74.08,74.19,75.498,75.589,2063131,2065426,2080745,2081996,1425327,1434694,1464072,1459249,57.383,57.264,57.563,57.748,NA,NA,NA,NA,28.62,36.3,72.15681447,74.51682418
"Northern Mariana Islands","MNP",20613.22409,19460.43224,18595.53915,23117.01611,NA,NA,NA,NA,55882,55219,56188,56562,NA,NA,NA,NA,90.638,90.716,91.443,91.53,NA,NA,NA,NA,NA,NA,NA,NA
"Norway","NOR",89887.01952,91617.27915,90402.60219,91451.35052,80.34390244,80.39512195,82.40731707,82.5097561,4660677,4709153,5234519,5276968,3066079,3106621,3434052,3456146,77.95,78.234,81.485,81.871,6.38566,6.53203,7.9761,NA,82.55,86.93,97.29820367,96.3576013
"Oman","OMN",18078.88115,18340.91929,16692.256,15875.57093,74.577,74.893,77.142,77.393,2580758,2657158,4479219,4665935,1724252,1818596,3395400,3528136,72.967,73.527,82.5,83.56,3.85934,NA,NA,6.84919,8.299716673,16.68,76.84539047,80.18563573
"Pakistan","PAK",970.941956,994.904409,1119.039071,1158.540425,64.176,64.42,66.77,66.947,164022627,167808105,203627284,207896686,92399585,95241841,122148420,125169486,34.184,34.387,36.234,36.442,2.62638,2.63527,3.00292,2.89952,6.5,6.8,12.38544676,15.51
"Palau","PLW",10371.46735,10676.31166,12825.28583,12309.70835,NA,NA,NA,NA,19540,19158,17725,17808,NA,NA,NA,NA,71.91,72.655,78.775,79.365,NA,NA,NA,NA,NA,NA,NA,NA
"Panama","PAN",6585.456941,7242.248874,11108.5907,11501.15728,76.06,76.234,77.964,78.149,3391666,3453675,4037078,4106771,2158936,2202712,2610791,2659159,63.976,64.268,67.027,67.365,NA,NA,NA,NA,17.34956617,22.29,54,57.86509007
"Papua New Guinea","PNG",1645.561761,1784.785598,2448.711322,2437.662982,60.836,61.141,63.744,64.01,6646895,6808514,8271760,8438029,3838656,3939430,4981495,5103519,13.091,13.073,13.05,13.102,NA,NA,NA,NA,1.754487261,1.790559361,9.601538462,11.20919659
"Paraguay","PRY",3702.822918,3848.118983,5089.61202,5272.57579,71.862,72.055,73.836,73.992,5913209,5998427,6777872,6867062,3563712,3640080,4332273,4398672,57.96,58.286,61.026,61.3,NA,2.73951,3.43834,NA,7.962073884,11.21,53.40412748,61.07575622
"Peru","PER",4047.748036,4356.738965,6262.730977,6314.672102,73.222,73.528,76.044,76.286,28102056,28333052,30926032,31444297,17637165,17855680,20207760,20698743,75.421,75.803,77.539,77.72,2.65281,2.6294,3.81827,3.92396,20.7,25.2,45.46174069,48.72763146
"Philippines","PHL",1878.496933,1968.812423,2743.198363,2884.380594,69.233,69.37,70.802,70.952,87888675,89405482,103663927,105173264,52586114,53883967,65635238,66884827,45.625,45.54,46.475,46.682,2.53381,2.59534,NA,NA,5.740586325,5.97,55.5,60.05476033
"Poland","POL",10572.19273,11322.06581,15101.36106,15826.38488,75.14390244,75.24390244,77.85121951,77.85121951,38141267,38120560,37970087,37974826,26938980,27036802,26152707,25894815,61.341,61.229,60.178,60.105,5.20573,4.86834,4.63931,NA,44.58,48.6,73.3007041,75.98536595
"Portugal","PRT",22306.28405,22817.32155,22511.72625,23197.44163,78.4195122,78.32195122,81.12439024,81.12439024,10522288,10542964,10325452,10300300,7058312,7049027,6707573,6672042,58.137,58.749,64.086,64.652,4.90802,4.92191,NA,NA,38.01,42.09,70.42356709,73.79121395
"Puerto Rico","PRI",27293.44847,27134.51941,27703.5236,27628.28691,78.41634146,78.42585366,79.49497561,79.63453659,3805214,3782995,3406495,3325001,2497019,2486115,2218245,2155487,94.056,93.999,93.602,93.587,NA,NA,NA,NA,25.44241821,27.86,68.6438072,70.59787359
"Qatar","QAT",65819.97994,65183.53029,64303.18636,63632.59866,78.425,78.601,79.868,79.981,1022711,1218434,2654374,2724724,823636,1011771,2266630,2323022,97.671,97.917,99.015,99.078,NA,NA,NA,2.86383,28.97411271,37,95.12466217,97.38884917
"Romania","ROU",7369.49247,8020.192732,10236.86217,11016.7761,72.16341463,72.56585366,75.3097561,75.3097561,21193760,20882982,19702332,19587491,14647869,14422200,13230963,13058743,53.305,53.436,53.9,53.936,4.25387,4.11774,NA,NA,24.66,28.3,59.50395129,63.74728218
"Russian Federation","RUS",9693.20523,10535.12772,11298.48374,11469.67549,66.72756098,67.58682927,71.65121951,72.11902439,143049528,142805088,144342396,144496740,101933852,102218480,99343827,98406201,73.508,73.553,74.164,74.292,3.86626,NA,3.74321,NA,18.02327746,24.66,73.09143462,76.00813853
"Rwanda","RWA",468.3940802,491.8421673,755.8673111,780.7722833,57.083,58.915,67.93,68.341,9043337,9273757,11668818,11980937,4991308,5138937,6640766,6830824,16.917,16.921,17.056,17.125,NA,4.24104,3.53979,3.2057,NA,2.115387178,20,21.76763262
"Samoa","WSM",3460.988756,3656.164703,3795.384997,3881.740057,70.642,70.901,72.895,73.046,180876,182046,194535,195352,101090,102226,110407,110902,20.981,20.75,18.681,18.452,NA,NA,4.08047,NA,4.469173873,4.749983235,29.41173011,33.61093932
"San Marino","SMR",79571.90443,84216.25431,52811.2788,53337.58787,NA,NA,NA,NA,29700,30063,33504,33671,NA,NA,NA,NA,94.736,95.007,96.91,97.072,NA,NA,NA,3.04131,50.20865936,50.36482211,NA,60.18230126
"Sao Tome and Principe","STP",1000.617983,1004.477619,1263.374506,1287.809351,65.27,65.854,69.67,69.933,161681,166300,203227,207089,85504,88301,109693,112320,60.348,61.52,71.092,71.968,4.57392,6.48377,5.07533,4.85713,14.18201978,14.5904832,28,29.9312292
"Saudi Arabia","SAU",19367.58275,19187.80679,21270.4714,20693.93913,73.355,73.467,74.761,74.874,24498310,25184597,32442572,33099147,15692263,16359468,23153937,23676946,81.204,81.427,83.401,83.622,5.89117,NA,NA,NA,19.45955435,30,74.87927469,82.12000121
"Senegal","SEN",1233.92569,1261.091466,1430.362395,1489.372031,61.365,62.126,67.078,67.38,11382268,11687080,14993528,15419381,6045775,6214647,8030122,8278534,42.124,42.535,46.296,46.74,3.76968,NA,5.12751,4.81492,5.611738652,6.89,25.66476804,46
"Serbia","SRB",5120.808738,5472.709444,6394.460295,6560.323377,73.38536585,73.63170732,75.68780488,76.08780488,7411569,7381579,7058322,7020858,4973794,4974349,4700815,4653380,54.105,54.328,55.81,55.942,NA,4.51091,3.86178,3.95618,27.2,33.15,67.05684137,70.33083553
"Seychelles","SYC",10126.29048,11124.65711,13598.33635,14014.86814,72.21707317,73.14390244,74.3097561,74.3,84600,85033,94677,95843,57729,58264,65674,66220,51.969,52.285,55.831,56.261,4.77012,NA,4.41832,NA,34.95197117,38.38,56.51470815,58.76981124
"Sierra Leone","SLE",357.21953,375.6680003,457.8330917,466.9450694,45.517,46.52,53.444,53.895,5829237,5989633,7328838,7488431,3098221,3189390,4058222,4168180,37.303,37.689,41.228,41.636,NA,2.55851,3.06023,4.63577,0.227669467,0.239834699,11.77318438,9
"Singapore","SGP",42785.59267,44742.41698,54764.86476,56740.75312,80.14146341,80.44146341,82.84634146,82.89512195,4401365,4588599,5607283,5612253,3347294,3516747,4370443,4333088,100,100,100,100,2.86787,2.96336,NA,NA,59,69.9,84.45226789,84.44953878
"Sint Maarten (Dutch part)","SXM",NA,NA,NA,NA,NA,74.54390244,NA,NA,33441,33811,39969,40574,NA,NA,NA,NA,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic","SVK",14326.25988,15868.80441,19298.07348,19882.48449,74.20487805,74.20731707,77.16585366,77.16585366,5373054,5374622,5430798,5439232,3857447,3869817,3811923,3784686,55.412,55.261,53.806,53.751,3.71354,3.52932,3.90267,NA,56.08,61.8,80.47585728,81.62566752
"Slovenia","SVN",23201.25791,24673.44469,24445.55791,25621.93209,78.08658537,78.56097561,81.17560976,81.17560976,2006868,2018122,2065042,2066388,1413518,1417132,1378214,1365356,51.758,51.983,54.02,54.273,5.57559,5.10509,4.79565,NA,54.01,56.74,75.49850426,78.88542636
"Solomon Islands","SLB",1210.615724,1270.050153,1454.319082,1466.419401,69.462,69.762,72.424,72.645,481078,492132,619437,636038,268115,274679,347039,356650,18.259,18.694,22.823,23.286,NA,9.87995,NA,NA,1.646347989,2,11.00090227,11.92422906
"Somalia","SOM",NA,NA,NA,NA,52.669,52.998,56.324,56.709,10763905,11080121,14185613,14589119,5305190,5443441,7125113,7351944,37.1,34.404,43.816,44.391,NA,NA,NA,NA,1.100216368,1.122235622,1.88,2.004048698
"South Africa","ZAF",7017.693853,7298.998143,7482.961496,7482.726609,53.795,54.452,63.153,63.538,48489459,49119759,56203654,57000451,31436930,31968707,36905804,37409716,60.077,60.616,65.341,65.85,5.07257,4.97414,5.94059,6.12535,7.607139675,8.065375174,54,56.16739447
"South Sudan","SSD",NA,NA,691.687534,NA,52.315,52.96,57.12,57.365,7907406,8315139,10832512,10910759,4159345,4379904,5882413,5949354,17.287,17.42,19.092,19.346,NA,NA,1.49687,0.98115,NA,NA,6.679728051,7.977428907
"Spain","ESP",31865.36917,32459.91738,31539.51029,32402.68336,80.82195122,80.87317073,83.32926829,83.32926829,44397319,45226803,46483569,46593236,30593189,31079725,30829794,30821805,77.502,77.74,79.84,80.08,4.16759,4.23332,4.20911,NA,50.37,55.11,80.56133294,84.6022428
"Sri Lanka","LKA",2275.891728,2412.686828,3769.159089,3854.248903,74.904,75.037,76.482,76.648,19695972,19842044,21203000,21444000,13291933,13379397,13916964,14039241,18.288,18.272,18.311,18.384,NA,NA,3.47508,2.80152,2.537566129,3.88,16.4,34.1133479
"St. Kitts and Nevis","KNA",15983.5054,15828.54172,17557.21922,17619.39326,NA,NA,NA,NA,47339,47778,51625,52045,NA,NA,NA,NA,31.886,31.744,30.79,30.773,3.98012,3.99306,NA,NA,38.5,43.5,76.81767491,80.71019081
"St. Lucia","LCA",7988.324518,8043.68562,8238.016736,8496.565032,74.276,74.426,75.752,75.907,165381,167639,180024,180955,108970,111651,128278,129359,22.068,21.084,18.558,18.612,5.25354,NA,5.80423,NA,24.5,27.9,46.72907806,50.81524478
"St. Martin (French part)","MAF",NA,NA,NA,NA,78.07073171,78.22195122,79.62195122,79.72195122,35237,36137,36065,36560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Vincent and the Grenadines","VCT",6314.950575,6531.143304,6692.514817,6727.449232,71.449,71.554,72.193,72.3,108603,108518,109459,109827,70285,70533,73676,74249,47.412,47.794,51.373,51.784,NA,5.67103,5.76068,5.78273,12,16,20.68943522,22.00427798
"Sudan","SDN",1291.569295,1401.199013,1911.025651,1945.709596,60.969,61.422,64.663,64.881,31661823,32360621,39847440,40813396,16906167,17291082,22044547,22696398,32.813,32.866,34.121,34.37,1.96302,NA,NA,NA,NA,8.66,14.09999994,30.87029573
"Suriname","SUR",7290.204984,7573.705197,7912.618008,7967.016879,69.227,69.579,71.358,71.463,505295,511181,564888,570496,318618,324055,370630,375169,66.615,66.547,66.04,66.041,NA,NA,NA,NA,9.499626942,14.11,45.4,48.94517397
"Sweden","SWE",52106.21151,53483.95671,56195.88138,56610.68499,80.74878049,80.9,82.30731707,82.30731707,9080505,9148092,9923085,10057698,5925947,5976743,6228866,6287411,84.43,84.588,86.852,87.146,6.41067,6.21507,7.66993,NA,87.76,82.01,89.65094761,95.51006745
"Switzerland","CHE",72823.83726,75143.70222,76934.32049,77451.9812,81.4902439,81.74146341,83.60243902,83.60243902,7483934,7551117,8373338,8451840,5091240,5142566,5604990,5637093,73.504,73.53,73.739,73.761,4.96158,4.68738,5.11332,NA,75.7,77.2,89.13468774,89.68614767
"Syrian Arab Republic","SYR",NA,NA,NA,NA,74.412,74.152,70.315,70.967,19059258,19878254,17453933,17068002,11024964,11559958,11081506,10898282,54.146,54.511,52.835,53.5,5.27965,4.86471,NA,NA,7.832551569,11.5,31.86962727,34.25340193
"Tajikistan","TJK",633.3400688,668.9512876,976.1351753,1024.858954,66.771,67.382,70.397,70.647,6922587,7062672,8663579,8880268,4077726,4205655,5277121,5378323,26.512,26.514,26.851,26.982,3.40347,3.41327,NA,NA,3.772406207,7.197619518,20.47,21.96
"Tanzania","TZA",659.8043503,684.8840491,904.3818923,937.3014916,55.119,55.926,63.844,64.479,39548663,40681414,53050790,54663906,20812602,21401860,28079106,29026474,25.478,26.121,32.333,33.053,3.00992,4.03342,NA,NA,1.3,1.6,13,25
"Thailand","THA",4525.958803,4745.30443,5911.951214,6128.658158,72.499,72.916,76.403,76.683,65812536,66182067,68971331,69209858,46859626,47269797,49209859,49283796,38.673,39.95,48.448,49.2,4.05038,3.60314,NA,NA,17.16071472,20.03,47.50496562,52.89192934
"Timor-Leste","TLS",3661.664635,3780.232511,3072.415023,2737.346303,64.803,65.61,68.735,69.007,1016432,1036392,1219288,1243261,525664,539400,691858,712862,26.374,26.709,29.85,30.212,NA,NA,5.2893,3.84654,0.5,1,25.24624959,27.49273173
"Togo","TGO",498.7712624,496.6244106,644.856576,657.0547673,55.052,55.581,60.22,60.489,5762880,5920359,7509952,7698475,3136331,3221028,4150527,4273593,35.649,36.116,40.628,41.162,3.43501,3.51063,4.9847,NA,2,2.2,11.31,12.36022497
"Tonga","TON",3470.066442,3297.145162,4016.865962,4090.336314,69.852,69.878,70.607,70.701,101706,102581,101133,101998,56883,57529,58552,59416,23.184,23.227,23.222,23.169,NA,NA,NA,NA,5.853944095,7.179865329,39.95,41.24872764
"Trinidad and Tobago","TTO",15899.4003,16580.31724,15614.83158,15246.12281,70.952,71.21,73.1,73.245,1302561,1308451,1377564,1384072,926432,931909,955608,956351,54.779,54.59,53.25,53.205,NA,NA,NA,NA,30.00374858,32.3,73.29694122,77.32605293
"Tunisia","TUN",3639.730695,3844.928215,4314.953355,4343.923641,74.391,74.558,76.115,76.31,10201214,10304726,11303946,11433443,6905239,7027303,7706140,7755995,65.524,65.809,68.346,68.642,6.43859,6.46552,NA,NA,12.98640865,17.1,49.59999484,64.19081023
"Turkey","TUR",10252.36049,10640.42283,14062.73379,14870.67548,72.83,73.235,76.86,77.161,68756810,69581848,79821724,81101892,44693283,45397347,53181802,54128645,68.45,69.053,74.134,74.644,2.75062,NA,NA,NA,18.24,28.63,58.34773401,64.68461768
"Turkmenistan","TKM",3181.071149,3489.327196,6987.068177,7318.065501,65.354,65.695,67.835,67.956,4810109,4870141,5662372,5757669,3052185,3132778,3681338,3731671,47.308,47.581,50.728,51.153,NA,NA,NA,NA,1.319573118,1.406360688,17.99032446,21.25099741
"Turks and Caicos Islands","TCA",NA,NA,NA,NA,NA,NA,NA,NA,29391,30385,36559,37115,NA,NA,NA,NA,88.281,88.797,92.517,92.817,NA,NA,NA,NA,NA,NA,NA,NA
